suburb_name,suburb_slug,suburb_id,median_price_nzd,for_sale,sold_last_12m
Atapo,maitai,604,-,-,-
Atapo,hokianga-surrounds,4249,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Waipukurau and Surrounds,waipukurau-and-surrounds,3973,490000,59,1
Waipukurau and Surrounds,stag-and-spey,234,490000,59,1
Waipukurau and Surrounds,rai-valley,3803,490000,59,1
Waipukurau and Surrounds,buller-surrounds,3772,490000,59,1
Waipukurau and Surrounds,greenfield,4204,490000,59,1
Waipukurau and Surrounds,waitangi,840,490000,59,1
Waipukurau and Surrounds,marybank,1380,490000,59,1
Waipukurau and Surrounds,britannia-heights,1821,490000,59,1
Waipukurau and Surrounds,thorpe,1737,490000,59,1
Waipukurau and Surrounds,deborah,4206,490000,59,1
Waipukurau and Surrounds,anakiwa-and-surrounds,3796,490000,59,1
Waipukurau and Surrounds,central-hutt,3690,490000,59,1
Waipukurau and Surrounds,koitiata,282,490000,59,1
Waipukurau and Surrounds,abel-tasman,4178,490000,59,1
Waipukurau and Surrounds,hira,3793,490000,59,1
Waipukurau and Surrounds,washington-valley,508,490000,59,1
Waipukurau and Surrounds,dovedale,981,490000,59,1
Waipukurau and Surrounds,kenepuru-sound,3708,490000,59,1
Waipukurau and Surrounds,matawhero,4333,490000,59,1
Waipukurau and Surrounds,queen-charlotte-sound,3794,490000,59,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Raetihi,raetihi,4033,240000,15,1
Raetihi,careys-bay,2529,240000,15,1
Raetihi,lake-hayes-estate,4257,240000,15,1
Raetihi,paihia-surrounds,4243,240000,15,1
Raetihi,mahau-sound,1013,240000,15,1
Raetihi,lower-moutere,4295,240000,15,1
Raetihi,hampden,1773,240000,15,1
Raetihi,pencarrow-head,4103,240000,15,1
Raetihi,upper-waitati,3022,240000,15,1
Raetihi,waikawau,910,240000,15,1
Raetihi,ohaeawai,1136,240000,15,1
Raetihi,totara,1316,240000,15,1
Raetihi,hohonu,2535,240000,15,1
Raetihi,roseneath,1753,240000,15,1
Raetihi,blackball,917,240000,15,1
Raetihi,hampton-downs,2914,240000,15,1
Raetihi,fiji,3312,240000,15,1
Raetihi,monaco,1847,240000,15,1
Raetihi,pitt-island,1072,240000,15,1
Raetihi,manutahi,4022,240000,15,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
New Caledonia,new-caledonia,3309,-,-,-
New Caledonia,hundalee,4139,-,-,-
New Caledonia,hurunui,1466,-,-,-
New Caledonia,hurunui-surrounds,3702,-,-,-
New Caledonia,mount-cargill,2843,-,-,-
New Caledonia,leslie-hills,1370,-,-,-
New Caledonia,karangahake,637,-,-,-
New Caledonia,maheno,3937,-,-,-
New Caledonia,macdonald-downs,1959,-,-,-
New Caledonia,waikaka,371,-,-,-
New Caledonia,pyramid-valley,93,-,-,-
New Caledonia,west-otago-surrounds,3746,-,-,-
New Caledonia,scargill,1655,-,-,-
New Caledonia,virginia,1162,-,-,-
New Caledonia,tahora,4001,-,-,-
New Caledonia,central-hutt,3690,-,-,-
New Caledonia,waianiwa,4326,-,-,-
New Caledonia,tora,4351,-,-,-
New Caledonia,north-otago,3721,-,-,-
New Caledonia,whangara,4291,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Mackenzie Surrounds,mackenzie-surrounds,3775,-,-,-
Mackenzie Surrounds,mount-cook,3715,-,-,-
Mackenzie Surrounds,waitangi,2088,-,-,-
Mackenzie Surrounds,tuatapere,3901,-,-,-
Mackenzie Surrounds,hillsborough,4009,-,-,-
Mackenzie Surrounds,ngauranga,1964,-,-,-
Mackenzie Surrounds,craigieburn,4132,-,-,-
Mackenzie Surrounds,aniseed-valley,1278,-,-,-
Mackenzie Surrounds,pukeuri,594,-,-,-
Mackenzie Surrounds,kawakawa-surrounds,3707,-,-,-
Mackenzie Surrounds,chaslands,3207,-,-,-
Mackenzie Surrounds,careys-bay,2529,-,-,-
Mackenzie Surrounds,manawatu-surrounds,3782,-,-,-
Mackenzie Surrounds,kaihere,3851,-,-,-
Mackenzie Surrounds,lake-pearson,3195,-,-,-
Mackenzie Surrounds,lansdowne,789,-,-,-
Mackenzie Surrounds,stephens-island-takapourewa,2276,-,-,-
Mackenzie Surrounds,tokomaru,65,-,-,-
Mackenzie Surrounds,malvern-hills,2967,-,-,-
Mackenzie Surrounds,kotemaori,3970,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Gisborne Country,gisborne-country,3697,-,-,-
Gisborne Country,anakiwa-and-surrounds,3796,-,-,-
Gisborne Country,selwyn-surrounds,3780,-,-,-
Gisborne Country,westwood,1685,-,-,-
Gisborne Country,henley,3914,-,-,-
Gisborne Country,gracefield,121,-,-,-
Gisborne Country,rangiwahia,815,-,-,-
Gisborne Country,waitahuna,4203,-,-,-
Gisborne Country,tanners-point,10278,-,-,-
Gisborne Country,weedons,4300,-,-,-
Gisborne Country,tiniroto,2368,-,-,-
Gisborne Country,windwhistle,41,-,-,-
Gisborne Country,clandeboye,2886,-,-,-
Gisborne Country,kai-iwi,4058,-,-,-
Gisborne Country,ocean-grove,793,-,-,-
Gisborne Country,todds-valley,2370,-,-,-
Gisborne Country,clyde-hill,2624,-,-,-
Gisborne Country,hokio-beach,4374,-,-,-
Gisborne Country,hyde,3928,-,-,-
Gisborne Country,greymouth,284,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Delaware Bay,delaware-bay,2447,1750000,-,-
Delaware Bay,wyndham,4348,1750000,-,-
Delaware Bay,nine-mile,1335,1750000,-,-
Delaware Bay,opunake,4025,1750000,-,-
Delaware Bay,aria,373,1750000,-,-
Delaware Bay,eltham,4024,1750000,-,-
Delaware Bay,egmont-village,4016,1750000,-,-
Delaware Bay,redruth,1760,1750000,-,-
Delaware Bay,rimutaka-hill,797,1750000,-,-
Delaware Bay,mangorei,4352,1750000,-,-
Delaware Bay,smithfield,1154,1750000,-,-
Delaware Bay,okarito,4266,1750000,-,-
Delaware Bay,atarau,456,1750000,-,-
Delaware Bay,timaru-surrounds,3765,1750000,-,-
Delaware Bay,new-caledonia,3309,1750000,-,-
Delaware Bay,chatham-island,3223,1750000,-,-
Delaware Bay,ryal-bush,442,1750000,-,-
Delaware Bay,karamea,4210,1750000,-,-
Delaware Bay,cape-palliser,4224,1750000,-,-
Delaware Bay,mount-grand,1236,1750000,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Atapo,atapo,788,-,-,-
Atapo,north-taieri,2562,-,-,-
Atapo,woolwich,377,-,-,-
Atapo,glentui,4118,-,-,-
Atapo,kaikohe-surrounds,3704,-,-,-
Atapo,karamu,1484,-,-,-
Atapo,ophir,4315,-,-,-
Atapo,buller-surrounds,3772,-,-,-
Atapo,waitangi,2088,-,-,-
Atapo,glenduan,2085,-,-,-
Atapo,ohangai,839,-,-,-
Atapo,brunswick,4060,-,-,-
Atapo,matatoki,1349,-,-,-
Atapo,uruti,4005,-,-,-
Atapo,nelson-country,3717,-,-,-
Atapo,waiomio,2840,-,-,-
Atapo,hillsborough,4009,-,-,-
Atapo,waimakariri-surrounds,3773,-,-,-
Atapo,ngawha-springs,1951,-,-,-
Atapo,nine-mile,1335,-,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Elephant Hill,elephant-hill,1913,475000,-,-
Elephant Hill,whangaehu-valley,2518,475000,-,-
Elephant Hill,carterton-surrounds,3686,475000,-,-
Elephant Hill,hohonu,2535,475000,-,-
Elephant Hill,hunter,1321,475000,-,-
Elephant Hill,hunters-hills,2907,475000,-,-
Elephant Hill,ikawai,1009,475000,-,-
Elephant Hill,kirkliston,1946,475000,-,-
Elephant Hill,waimangaroa,831,475000,-,-
Elephant Hill,new-plymouth-coastal,3720,475000,-,-
Elephant Hill,morven,741,475000,-,-
Elephant Hill,ocean-grove,793,475000,-,-
Elephant Hill,south-taranaki-surrounds,3738,475000,-,-
Elephant Hill,st-andrews,3739,475000,-,-
Elephant Hill,waihao-downs,1772,475000,-,-
Elephant Hill,waihaorunga,2300,475000,-,-
Elephant Hill,turangaomoana,2250,475000,-,-
Elephant Hill,waimate-surrounds,3742,475000,-,-
Elephant Hill,waitangi,840,475000,-,-
Elephant Hill,kakahi,1391,475000,-,-
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Manunui,manunui,4038,350000,9,1
Manunui,national-park,4034,350000,9,1
Manunui,ohakune,4032,350000,9,1
Manunui,ohura,4035,350000,9,1
Manunui,owhango,4039,350000,9,1
Manunui,raetihi,4033,350000,9,1
Manunui,ruapehu-king-country-surrounds,3734,350000,9,1
Manunui,taumarunui,4036,350000,9,1
Manunui,tongariro,4030,350000,9,1
Manunui,waimiha-ongarue,4037,350000,9,1
Manunui,waiouru,4031,350000,9,1
Manunui,twyford,3261,350000,9,1
Manunui,broadlands-forest,4354,350000,9,1
Manunui,hatepe,4355,350000,9,1
Manunui,mangamuka,3831,350000,9,1
Manunui,iwitahi,4046,350000,9,1
Manunui,maraekakaho,3982,350000,9,1
Manunui,punakitere-valley,3264,350000,9,1
Manunui,lake-taupo,4277,350000,9,1
Manunui,oakura-coast,3761,350000,9,1
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Awarua,awarua,3881,193500,4,11
Awarua,dannevirke,4219,193500,4,11
Awarua,murupara,4337,193500,4,11
Awarua,purakaunui-inlet,3918,193500,4,11
Awarua,lewis-pass,4143,193500,4,11
Awarua,elgin,4163,193500,4,11
Awarua,eketahuna,4221,193500,4,11
Awarua,shannon,2604,193500,4,11
Awarua,sanson,970,193500,4,11
Awarua,stockton,2894,193500,4,11
Awarua,portland,4319,193500,4,11
Awarua,mataura,27,193500,4,11
Awarua,waiau,4142,193500,4,11
Awarua,hector,4212,193500,4,11
Awarua,hakataramea-valley,4111,193500,4,11
Awarua,rawene,3830,193500,4,11
Awarua,clinton-and-surrounds,3913,193500,4,11
Awarua,benneydale,4081,193500,4,11
Awarua,oparau,4068,193500,4,11
Awarua,moerewa,1891,193500,4,11
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Moerewa,moerewa,1891,300000,1,8
Moerewa,taneatua,1953,300000,1,8
Moerewa,westport-surrounds,3749,300000,1,8
Moerewa,waikouaiti,3917,300000,1,8
Moerewa,kaitangata,3908,300000,1,8
Moerewa,gonville,287,300000,1,8
Moerewa,winchester,2163,300000,1,8
Moerewa,lake-rotoma,1060,300000,1,8
Moerewa,makikihi,1367,300000,1,8
Moerewa,fordlands,1456,300000,1,8
Moerewa,lake-coleridge,451,300000,1,8
Moerewa,colac-bay,4370,300000,1,8
Moerewa,ohinemutu,1649,300000,1,8
Moerewa,appleby,557,300000,1,8
Moerewa,sawyers-bay,2438,300000,1,8
Moerewa,opononi,3829,300000,1,8
Moerewa,bluff,3880,300000,1,8
Moerewa,waihau-bay,3943,300000,1,8
Moerewa,grafton,2411,300000,1,8
Moerewa,kaikohe,237,300000,1,8
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Lumsden,lumsden,4343,365000,11,5
Lumsden,kew,1879,365000,11,5
Lumsden,georgetown,1192,365000,11,5
Lumsden,castlecliff,2568,365000,11,5
Lumsden,otangarei,1803,365000,11,5
Lumsden,karikari-peninsula,3832,365000,11,5
Lumsden,camberley,197,365000,11,5
Lumsden,pareora,4147,365000,11,5
Lumsden,milton,3907,365000,11,5
Lumsden,marokopa,4082,365000,11,5
Lumsden,clifton,3884,365000,11,5
Lumsden,tapanui,4202,365000,11,5
Lumsden,south-dunedin,184,365000,11,5
Lumsden,tolaga-bay,3993,365000,11,5
Lumsden,taipa,1518,365000,11,5
Lumsden,westport,1666,365000,11,5
Lumsden,otautau,3898,365000,11,5
Lumsden,naseby,4187,365000,11,5
Lumsden,the-glen,1109,365000,11,5
Lumsden,turangi,4040,365000,11,5
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Foxton,foxton,162,385250,31,18
Foxton,balclutha,3910,385250,31,18
Foxton,kawakawa,3833,385250,31,18
Foxton,awakino,4077,385250,31,18
Foxton,awanui,3826,385250,31,18
Foxton,ruawai,469,385250,31,18
Foxton,wellington-central,1164,385250,31,18
Foxton,cheviot,4135,385250,31,18
Foxton,tokoroa,4070,385250,31,18
Foxton,te-kuiti,4079,385250,31,18
Foxton,tawhero,1952,385250,31,18
Foxton,wanganui-east,188,385250,31,18
Foxton,kaitaia,2847,385250,31,18
Foxton,kawerau,3942,385250,31,18
Foxton,herekino,3828,385250,31,18
Foxton,ettrick,4195,385250,31,18
Foxton,tangimoana,1214,385250,31,18
Foxton,omapere,3834,385250,31,18
Foxton,aramoho,3081,385250,31,18
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Kurow,kurow,3932,408500,7,3
Kurow,heidelberg,2867,408500,7,3
Kurow,mangakino,4050,408500,7,3
Kurow,strathern,2209,408500,7,3
Kurow,ranfurly,4189,408500,7,3
Kurow,marton,4054,408500,7,3
Kurow,kingswell,1191,408500,7,3
Kurow,palmerston,3935,408500,7,3
Kurow,glenavy,1990,408500,7,3
Kurow,gore,3877,408500,7,3
Kurow,kawau-island,2877,408500,7,3
Kurow,hokitika,3873,408500,7,3
Kurow,waikari,2079,408500,7,3
Kurow,mangonui-surrounds,4274,408500,7,3
Kurow,arthurs-pass,4127,408500,7,3
Kurow,waitarere-beach,1237,408500,7,3
Kurow,mesopotamia,4148,408500,7,3
Kurow,culverden,4136,408500,7,3
Kurow,rockdale,646,408500,7,3
Kurow,forbury,247,408500,7,3
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Karitane,karitane,255,435000,5,4
Karitane,mamaku,2788,435000,5,4
Karitane,waitakaruru,518,435000,5,4
Karitane,pukenui,4332,435000,5,4
Karitane,parkside,2865,435000,5,4
Karitane,taharoa,1780,435000,5,4
Karitane,rakaia,4158,435000,5,4
Karitane,caversham,1726,435000,5,4
Karitane,owaka,3912,435000,5,4
Karitane,koutu,1555,435000,5,4
Karitane,motunau,4141,435000,5,4
Karitane,castle-hill,784,435000,5,4
Karitane,waimate,3123,435000,5,4
Karitane,wanganui-central,216,435000,5,4
Karitane,newfield,809,435000,5,4
Karitane,albury,2288,435000,5,4
Karitane,te-kopuru,1697,435000,5,4
Karitane,glengarry,3247,435000,5,4
Karitane,hampstead,1471,435000,5,4
Karitane,meremere,525,435000,5,4
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Mangonui,mangonui,3824,459000,16,8
Mangonui,lawrence,4201,459000,16,8
Mangonui,duntroon,3933,459000,16,8
Mangonui,tinopai,2732,459000,16,8
Mangonui,hawarden,4138,459000,16,8
Mangonui,seaview,2638,459000,16,8
Mangonui,otematata,3931,459000,16,8
Mangonui,the-pines-beach,4327,459000,16,8
Mangonui,western-heights,2765,459000,16,8
Mangonui,omarama,3929,459000,16,8
Mangonui,grasmere,1195,459000,16,8
Mangonui,kainga,1860,459000,16,8
Mangonui,maori-hill,1064,459000,16,8
Mangonui,raumanga,3234,459000,16,8
Mangonui,kensington,854,459000,16,8
Mangonui,saint-andrews,4110,459000,16,8
Mangonui,fairlie,4113,459000,16,8
Mangonui,maraenui,2823,459000,16,8
Mangonui,lyford,4311,459000,16,8
Mangonui,oamaru,3938,459000,16,8
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Mayfield,mayfield,3314,478000,3,4
Mayfield,west-end,2968,478000,3,4
Mayfield,islington,625,478000,3,4
Mayfield,hawera,4023,478000,3,4
Mayfield,halcombe,3301,478000,3,4
Mayfield,peria,1623,478000,3,4
Mayfield,timaru-central,4151,478000,3,4
Mayfield,paparoa,4263,478000,3,4
Mayfield,rotorua-central,1948,478000,3,4
Mayfield,dargaville,3846,478000,3,4
Mayfield,flaxmere,1782,478000,3,4
Mayfield,hawthorndale,3167,478000,3,4
Mayfield,kaeo,2052,478000,3,4
Mayfield,opotiki-and-surrounds,3946,478000,3,4
Mayfield,port-chalmers,1331,478000,3,4
Mayfield,waharoa,1381,478000,3,4
Mayfield,piopio,4078,478000,3,4
Mayfield,temuka,4153,478000,3,4
Mayfield,kaiti,4254,478000,3,4
Mayfield,kaingaroa,2087,478000,3,4
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Carters Beach,carters-beach,1648,495000,7,3
Carters Beach,mangatarata,1397,495000,7,3
Carters Beach,ravensbourne,1557,495000,7,3
Carters Beach,watlington,1904,495000,7,3
Carters Beach,saint-kilda,3923,495000,7,3
Carters Beach,greta-valley,4293,495000,7,3
Carters Beach,levin,4051,495000,7,3
Carters Beach,dargaville-surrounds,3694,495000,7,3
Carters Beach,phillipstown,785,495000,7,3
Carters Beach,marchwiel,2515,495000,7,3
Carters Beach,corstorphine,3257,495000,7,3
Carters Beach,outer-kaiti,1488,495000,7,3
Carters Beach,hargest,2547,495000,7,3
Carters Beach,riversdale,242,495000,7,3
Carters Beach,putaruru,4071,495000,7,3
Carters Beach,aranui,1709,495000,7,3
Carters Beach,leithfield,2127,495000,7,3
Carters Beach,balaclava,1470,495000,7,3
Carters Beach,rerewhakaaitu,3965,495000,7,3
Carters Beach,calton-hill,454,495000,7,3
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Calton Hill,calton-hill,454,510000,3,13
Calton Hill,rerewhakaaitu,3965,510000,3,13
Calton Hill,mayfield,4155,510000,3,13
Calton Hill,highbury,3000,510000,3,13
Calton Hill,victoria,3020,510000,3,13
Calton Hill,moturoa,4019,510000,3,13
Calton Hill,spotswood,2764,510000,3,13
Calton Hill,west-end,1906,510000,3,13
Calton Hill,taieri-mouth,3905,510000,3,13
Calton Hill,green-island,1052,510000,3,13
Calton Hill,kerepehi,4310,510000,3,13
Calton Hill,liberton,3093,510000,3,13
Calton Hill,linwood,2634,510000,3,13
Calton Hill,elgin,951,510000,3,13
Calton Hill,avonside,1578,510000,3,13
Calton Hill,waimataitai,2165,510000,3,13
Calton Hill,roslyn,2048,510000,3,13
Calton Hill,washdyke,4149,510000,3,13
Calton Hill,manukau,1253,510000,3,13
Calton Hill,brockville,491,510000,3,13
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Waitoa,waitoa,4091,520000,1,9
Waitoa,brockville,491,520000,1,9
Waitoa,kawhia,3304,520000,1,9
Waitoa,huntly,4083,520000,1,9
Waitoa,sheffield,3169,520000,1,9
Waitoa,mornington,2197,520000,1,9
Waitoa,hikurangi,2649,520000,1,9
Waitoa,selwyn-heights,2414,520000,1,9
Waitoa,pleasant-point,4154,520000,1,9
Waitoa,dalmore,64,520000,1,9
Waitoa,mangakakahi,1124,520000,1,9
Waitoa,tinwald,2662,520000,1,9
Waitoa,rotherham,1240,520000,1,9
Waitoa,seddon,3806,520000,1,9
Waitoa,waltham,1729,520000,1,9
Waitoa,bader,2772,520000,1,9
Waitoa,hakataramea,3147,520000,1,9
Waitoa,te-aro,183,520000,1,9
Waitoa,wallacetown,3900,520000,1,9
Waitoa,otorohanga,4066,520000,1,9
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Moera,moera,3160,533500,3,16
Moera,hinds,4159,533500,3,16
Moera,haywards,1750,533500,3,16
Moera,musselburgh,927,533500,3,16
Moera,bromley,936,533500,3,16
Moera,geraldine,4145,533500,3,16
Moera,mayfair,2478,533500,3,16
Moera,richmond,824,533500,3,16
Moera,morningside,1078,533500,3,16
Moera,omakau,4188,533500,3,16
Moera,turnbull-thomson-park,3297,533500,3,16
Moera,glen-massey,1268,533500,3,16
Moera,netherby,221,533500,3,16
Moera,wainoni,3240,533500,3,16
Moera,hororata,3143,533500,3,16
Moera,atiamuri,1360,533500,3,16
Moera,windsor,780,533500,3,16
Moera,whitiora,2046,533500,3,16
Moera,westbrook,1521,533500,3,16
Moera,tainui,648,533500,3,16
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Hillcrest,hillcrest,862,549000,6,15
Hillcrest,concord,1765,549000,6,15
Hillcrest,takaro,412,549000,6,15
Hillcrest,fairy-springs,2593,549000,6,15
Hillcrest,lynmouth,1993,549000,6,15
Hillcrest,charteris-bay,1183,549000,6,15
Hillcrest,new-brighton,1661,549000,6,15
Hillcrest,southbridge,295,549000,6,15
Hillcrest,roxburgh,4190,549000,6,15
Hillcrest,glenorchy,3808,549000,6,15
Hillcrest,blenheim-central,1812,549000,6,15
Hillcrest,te-hapara,712,549000,6,15
Hillcrest,winton,4347,549000,6,15
Hillcrest,kew,1890,549000,6,15
Hillcrest,orere-point,1728,549000,6,15
Hillcrest,fenton-park,1786,549000,6,15
Hillcrest,opotiki-coastal,3944,549000,6,15
Hillcrest,saint-johns-hill,2387,549000,6,15
Hillcrest,ocean-view,976,549000,6,15
Hillcrest,highfield,1498,549000,6,15
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Glenwood,glenwood,822,557250,9,40
Glenwood,langs-beach,1037,557250,9,40
Glenwood,rangiriri,2828,557250,9,40
Glenwood,masterton,4229,557250,9,40
Glenwood,broadlands,2311,557250,9,40
Glenwood,balcairn,818,557250,9,40
Glenwood,glentunnel,665,557250,9,40
Glenwood,maryhill,2859,557250,9,40
Glenwood,paeroa,3850,557250,9,40
Glenwood,northcote,1047,557250,9,40
Glenwood,solway,1389,557250,9,40
Glenwood,allenton,1083,557250,9,40
Glenwood,mount-somers,4157,557250,9,40
Glenwood,akina,3163,557250,9,40
Glenwood,hastings,1893,557250,9,40
Glenwood,woolston,3192,557250,9,40
Glenwood,plimmerton,479,557250,9,40
Glenwood,avenal,1882,557250,9,40
Glenwood,gladstone,2358,557250,9,40
Glenwood,bradford,754,557250,9,40
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Owhata,owhata,2556,570000,35,132
Owhata,edgeware,2818,570000,35,132
Owhata,coromandel,3854,570000,35,132
Owhata,ashhurst,269,570000,35,132
Owhata,sydenham,872,570000,35,132
Owhata,kensington,170,570000,35,132
Owhata,okaihau,4265,570000,35,132
Owhata,avenues,1530,570000,35,132
Owhata,port-waikato,3891,570000,35,132
Owhata,edgecumbe,3002,570000,35,132
Owhata,coopers-beach,774,570000,35,132
Owhata,marewa,1790,570000,35,132
Owhata,taita,1520,570000,35,132
Owhata,little-river,4124,570000,35,132
Owhata,utuhina,2544,570000,35,132
Owhata,hornby,4168,570000,35,132
Owhata,enderley,678,570000,35,132
Owhata,invercargill,3883,570000,35,132
Owhata,waitangirua,2723,570000,35,132
Owhata,onerahi,3783,570000,35,132
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Hei Hei,hei-hei,3029,585000,5,99
Hei Hei,waihi,330,585000,5,99
Hei Hei,onerahi,3783,585000,5,99
Hei Hei,maungati,1209,585000,5,99
Hei Hei,longburn,2287,585000,5,99
Hei Hei,methven,4156,585000,5,99
Hei Hei,port-levy,2611,585000,5,99
Hei Hei,horahora,1475,585000,5,99
Hei Hei,otaio,343,585000,5,99
Hei Hei,waiomu,3862,585000,5,99
Hei Hei,milson,946,585000,5,99
Hei Hei,richmond,2803,585000,5,99
Hei Hei,otaki-beach,2168,585000,5,99
Hei Hei,riverton,4344,585000,5,99
Hei Hei,dallington,3049,585000,5,99
Hei Hei,kenmure,2240,585000,5,99
Hei Hei,addington,2710,585000,5,99
Hei Hei,kaikorai,674,585000,5,99
Hei Hei,frankton,2602,585000,5,99
Hei Hei,waimatua,3882,585000,5,99
Remuera,remuera,1962,-,148,-
Flat Bush,flat-bush,69,-,320,-
Epsom,epsom,1142,-,98,-
Browns Bay,browns-bay,2336,-,57,-
Auckland Central,auckland-central,3095,-,519,-
Christchurch Central,christchurch-central,846,595000,83,401
Christchurch Central,cloverlea,816,595000,83,401
Christchurch Central,twizel,4114,595000,83,401
Christchurch Central,islington,78,595000,83,401
Christchurch Central,cannons-creek,2412,595000,83,401
Christchurch Central,te-aroha,4089,595000,83,401
Christchurch Central,naenae,2856,595000,83,401
Christchurch Central,north-new-brighton,574,595000,83,401
Christchurch Central,omori,849,595000,83,401
Christchurch Central,college-estate,782,595000,83,401
Christchurch Central,tikipunga,841,595000,83,401
Christchurch Central,rotoma,2807,595000,83,401
Christchurch Central,maungaturoto,1079,595000,83,401
Christchurch Central,south-new-brighton,1761,595000,83,401
Christchurch Central,abbotsford,991,595000,83,401
Christchurch Central,lake-hawea,3710,595000,83,401
